idiom,contents
환골탈태,"그러자니 돈이 필요했다. 그래서 다시 짠돌이가 됐다. 한 번 해봤던 일이라 두 번째는 쉬웠다. 아니 더욱 극심한 짠돌이로 [IDIOM]했다. 그런 인생사를 가진 형부가, 이제는 돌아와 거울 앞에 선 짠돌이가, 집에 있는 수많은 바지를 놔두고 자전거용"
감언이설,[북토크 리뷰]그림동화 절망의 끝에서도 희망을 잃지 말자
백전백승,"퇴사하고 싶고, 이직하고 싶을 때 우리는 하루 24시간을 정리해봐야 한다 않은 곳에 너무 많은 시간을 낭비하고 있는 건 아닐까? 확인해보고 싶었다. 명쾌하게 답을 내리고 싶었다. 지피지기면 [IDIOM] 그러려면 우선 내게 주어진 시간이 어떻게 보내지고 있는지 알아야만 했다. 24시간을 1시간 단위로 나누고, 행위를 정리하고"
불철주야,"사고과잉의 사고사회 ""뿌리깊은 죄책감으로부터 자유로워지기"" 온전함이 깨진 결과다. 이 온전함의 파괴가 우리가 경험할 수 있는 가장 큰 사고다. 어떻게든 인간을 부정하기 위해 [IDIOM] 고민하는 사고의 과잉이 이 가장 큰 사고를 낳는다. 사고사회가 사고사회를 낳는다고도 말할 수"
다다익선,"성in건강 이야기 유튜브채널 [성in건강TV] 호르몬 변화와 스킨십에 대한 만족도를 조사했다. 그 결과, 연구진은 사랑하는 사람 간의 스킨십은 [IDIOM] 인 것으로 결론지었다. [IDIOM]에 밑줄 쫙 주의할 것은 상대의 성향에 따라 과한 스킨십이 약이 될 수도, 독이 될 수도 있다는 것이다"
백전백승,봄이 오시는 길 꼬로나비루스가 떠민 아드리아해 언덕
함흥차사,아이들이 자라는 캠핑 캠핑을 갔는데 연병장을 다녀온 기분
노심초사,제주도민 다 됐네 어떤 마트에 갈까 생각하기보다 너무도 자연스럽게 그곳으로 차를 끌고 간다. 겨울 내내 집에 등유가 떨어지지 않도록 [IDIOM]했다. 이사 온 직후 보일러의 방향을 '온수'로 설정해 놓았다. 하루 한번 씻으면서 보일러를 온수로 해놓은 것이 잘못되었는지
다다익선,"9. 욜로, 소확행 그리고 생명보험 [한국보험신문 칼럼] [IDIOM]과 함께 하는 인슈포트라이트 해당글은 한국보험신문에도 게재되고 있는 오명진 작가의 '인슈포트라이트' 칼럼입니다. 사망은 생명보험의 기본이 되는 보장이다. 국내 보험산업이 활성화되는 시기부터 사망보장은 그 모습을 달리하여 왔다. 산업화 이후 자식 교육이 중시되는 시기"
적반하장,철판을 깐 '새치기'와 철판에 쓰여진 '차례 지키기' 나 혼자라면 문제없겠지라는 생각이 삶의 균열을 일으킨다
다다익선,대충 책 읽어보라는 서평 밀레니얼Z세대 트렌드 2020
종무소식,화성에서의왕까지 5일!
이구동성,"책쓰기를 가르치는 많은 분들, 책쓰기와 관련된 책을 출간하신 작가들 이외에도 나처럼 첫 책을 출간한 신인 작가들도 [IDIOM]으로 이야기하는 것이 있다. '책쓰기 또는 글쓰기는 자기와의 싸움'이라고. 존경하는 작가인 강원국 작가님도 한 프로그램에"
이구동성,크로플이 맛있는 별내 [IDIOM]로스터리 카페
다다익선,"Be different. 나음보다 다름홍성태, 조수용 지음"
환골탈태,"4 지구를 살리는 버리기 신기술! 괜찮아, 재활용이야"
감언이설,"강철부대, 100kg거구 무력화한 박준우 '전략'의 힘 전략을 먼저 세워야 하는 이유 크라우드펀딩에서 1억이 훨씬 넘는 펀딩액을 기록하며 여성코트로 대박을 쳤다. 나를 분명히 알고 뿌리를단단히 박아야 [IDIOM]이나 다른 플레이어들의 움직임에 미혹되지 않는다. 나와 다른 브랜드는 60억 인구가 다 각자 지문 다른 것처럼 절대 같을 수"
백전백승,모른다고 인정한 당신은 지혜로운 사람입니다. 메타인지
망양지탄,"[IDIOM], 넓은 세상과 자신에 관한 사자성어! 남의 원대함에 감탄하고, 나의 미흡함을 부끄러워 하는 사자성어 [IDIOM] 바라볼 망 바다 양 갈 지 탄식할 탄 ""넓은 바다를 보고 감탄한다."" 남의 원대함에 감탄하고, 나의 미흡함을 부끄러워 함의 비유. 제 힘이 미치지 못할 때 하는 탄식. [IDIOM] 유래"
감언이설,리더가 되기 전 반드시 알아야 하는 사실 책 를 읽고 돌려준다는데 빌려주자' 해서 빌려줬는데 아직까지 못받았다. 10년이 다되어 간다. 그때 이사람이 원하는 것은 무엇이고 이 [IDIOM]이 무엇을 감추고 있는지 한번 생각해보았더라면 내가 과연 돈을 빌려줬을까 하는 생각이 든다. 이렇듯 하루하루 그냥 숨
환골탈태,40년 묵은 노후 빌라의 [IDIOM]! EBS 건축탐구 집 40년 묵은 노후 빌라의 [IDIOM]! 건축탐구 집 오래된 빌라를 리모델링 하여 사는 사람들의 특별한 이야기!. 40년 묵은 노후 빌라의 [IDIOM]! 함께 살펴볼까요? 오래된 빌라 리모델링을? 40년 묵은 노후 빌라의 [IDIOM]! 건축탐구 집 우리는 오래된 빌라를 샀다
이구동성,다뉴브강 참사가 남긴 소중한 교훈 어제의 위기를 내일의 기회로 활용해야 사고를 지켜봐야 했습니다. 사망 실종자 26명 생존자 7명 초라한 생존율 성적표입니다. 국내 언론매체들은 [IDIOM]으로 해외여행자들의 '안전불감증'을 탓했습니다. 맞는 말이긴 합니다. 우기에 유속이 빨라진 강을 운행하는 배 위에서
대기만성,겁나 빠른 자기소개서 취업 성공 사례
감언이설,"음식으로 알아보는 금수저 판별법 빅데이터로 증명된 과학적인 방법 보았다. 위 가설들은 오랜 시간 빅데이터를 통해 연구한 결과이므로 오차범위 95의 정확성을 보여준다. 더 이상 상대의 [IDIOM]에 놀아나지 말자, 좋은 차? 명품 백? 이걸로 상대방의 재력을 평가한다? 불쉿이다. 이제는 딸기, 탕수육, 슈팅스타, 피자에"
백발백중,"호기심 대마왕이 세상을 사는 법 feat. 오살 놈 일쑤였기 때문이다. 귀여운 바둑이 쫓아가랴, 고추잠자리 잡으러 가랴, 어디선가 구수한 옥수수 찌는 냄새라도 나면 나는 [IDIOM] 할머니 눈 밖에서 사라져 버렸다. 결국 할머니는 극단의 조치로 나를 집에 두고 다니기 시작하셨고 할머니가 오실 때까지"
백발백중,모바일FPS [IDIOM] IOI 전소미 무료 지급!
삼인성호,"""[IDIOM]"" [IDIOM] ""Expect only 5 of an intelligence report to be accurate. The trick of a good commander is to isolate the 5."". Douglas MacArthur '정보라고 하는 것들 중 대략 5정도만이 신뢰할 수 있는 성격의 것으므로 유능한 지휘관은 이 5를 추려낼 줄 알아야한다.' 맥아더장군에"
감지덕지,치과방문 입항 중 병원진료
이구동성,"리스본, 미완성의 여행 다녀올게요 여행 포토에세이"
노심초사,"괜찮아, 잘해보자 다시 돌아와 줘서 고마워"
백전백승,오늘도 맑았다 난중일기에 나타난 충무공의 모든 것
마부작침,초심불망 [IDIOM]
수적천석,좋은 고사성어 [IDIOM] 결국엔 해낸다 좋은 고사성어 [IDIOM] 결국엔 해낸다 무언가 뉴한 한주가 밝았습니다 어젯밤에도 쭈욱 반성을 하며 되짚어 봤으니 지금은 28일을 더 활기차게 보낼수 있는 에나지를 부여 하는 그시점이네요 좋은 고사성어 읽으며 깊숙히 새겨 봅니다 [IDIOM] 들어 보신적 있으신가유? 저는 아무래도 이런
감언이설,결혼이 싫다는 남자와 만나도 될까 다시 보는
불철주야,학종 폐지? 정시 확대? 그럼 괜찮은 건가요? 할만하않 수 있다. 정말로 힘들게 공부해야 어느 정도 점수를 얻을 수 있는 학교가 있는가 하면 전교생의 평균점수를 올리기 위해 [IDIOM] 노력하는 학교가 있다. 그럼 교육청에서 점수가 너무 높게 나온 거 아니냐는 지적을 받고 다음 시험에는 좀 신경을 쓰는 듯
다다익선,내 속의 두 세계가 나를 괴롭힌다 넘어선 칭송받고 우월하고픈 명예욕 쉴 틈도 없이 자극만 받으면 스치는 성적욕망 충동적 몸의 욕구들 가져도 가져도 [IDIOM]으로 꿈꾸는 재산에 대한 부자 욕망 그러는 중에도 한여름의 물 한모금처럼 갈증을 느끼는 바람이 있다 성결하고 흰옷처럼 오염
노심초사,소음과 고요 오피스텔 적응기 피로하고 몽롱한 날들이 이어졌다. 하루는 친구와 함께 집에서 식사를 했다. 소음 가득한 환경에 친구가 불편해할까 봐 [IDIOM]하고 있던 와중에 친구가 한 말은 의외였다. 집이 조용해서 너무 편안하다. 빈말인 것 같아 내가 겪고 있던 소음 문제에 대해
감지덕지,나의 페이스 북 차단 잔혹사
대기만성,나도 좋은 사수가 될 수 있을까? 지금도 어떤 젊은 시니어는 좋은 사수가 되기 위해 치열하게 고민한다 날 수 밖에 없고 애꿎은 부사수만 욕받이가 된다. 사람의 능력과 성격은 다 달라서 어떤 사람은 초반에 두각을 나타내지만 [IDIOM]이라는 말이 있듯이 후반에 재능의 꽃을 피우는 사람도 있다. 이런 형 인재를 알아보지 못하고
감언이설,추억은 강물처럼소양강과 청평사
이구동성,"사람, 일, 배움에 대한 철학"
수적천석,"[IDIOM], 절차탁마"
수어지교,"[IDIOM] 위치한 [IDIOM] 인대요,사람들,정말 많더라구요, 휴,자리가 없을 정도로 내부가 상당하 컸는데 아무래도 날이 날이다 보니 엄청나더라구요 안내해주신 자리는 금방 사람들이 나갔는지 사람의 온기가 뜨끈했어여, 깔끔한 인테리어와,자리가 모두 객실로 되어 있어서,조용한 곳을 찾으신다면"
감언이설,"세월호 참사 5주기 기억하기 [영화] 생일 이종언 감독 삶을 마무리하고 맙니다. 우리의 감각을 벼리고 있어야 하며 예언자들과 마법사들, 또한 타당한 이유들의 밑받침이 없는 [IDIOM]을 믿지 말아야 한다는 점을 강조하면서요. 1960년 이승만의 독재정권이 학생들 중심의 4.19혁명으로 무너졌지요. 사람들이"
마부작침,"변론가들을 위한 변론 나루의 직업상담 칼럼 001 ENTP들을 위하여 울분을 먼저 틀어막는 것이었다. 그것이 가장 가까이에 있는 친구를 찌르기 전에. 도끼를 갈아 바늘을 만든다는 사자성어 [IDIOM]처럼, 우리는 인간과 민주주의의 적들에게 꽂아버리고 싶은 칼을 갈아 펜촉을 만들고, 그들의 피 대신 잉크를"
이구동성,"갑작스러운 NFT 겨울, 생존을 위해 리스크를 파악하라"
다다익선,"발리살기2편 코워킹스페이스!에 준하는 카페 19곳 저런. 물론, 두어 시간 있은 곳의 식사는 1520만 루피아를 하기도 했다. 다만 선택의 문제? 그래서 고민하다 보니, 결국 [IDIOM]이라 생각하여 주변의 인터넷 가능 카페파악 으로 노선을 바꾸어, 업무 가능한 카페들 위주로 돌아다녔다"
호각지세,"[2022 윔블던] 한국 여자 테니스 간판 장수정 예선 3회전 탈락 두 선수는 서로 자신의 서브 게임을 지키며 게임 스코어 22로 [IDIOM]를 이루었다. 하지만, 5번째 게임에서 위크마이어가 장수정의 서브 게임을 브레이크하면서 균형이 깨지기 시작했다. 게임 스코어 32로 앞선 위크마이어는 자신의 서브 게임을 끝까지 착실하게 지켜 2세트를 64로"
수어지교,"중층낚시받침대 [IDIOM] 강 4절 꽂기식으로 노지 좌대 모두 사용가능 아피스 [IDIOM] 강 4절 받침대 꽂기식 가볍고 강한 중층낚시 받침대 [IDIOM] 강 4절 꽂기식 받침대는 노지와 좌대에서 사용 할 수 있어요. 꽂기식 중층받침대로 2절, 3절로도 쓸 수가 있어요. 강 4절 받침대와 세트로 출시된 낚시대가 [IDIOM]진, [IDIOM]강"
대기만성,26일 과거와 이별하는 하나의 사건 영화 의 태풍
개과천선,인생을 '초기화' 해볼까?
군계일학,"Mainichi Newspapers Bottle 새로운 소식을 전하는 생수 볼 수 있으며, 광고도 실을수 있어 생수의 가격은 내려간다. 또한 거기에서 얻은 수익은 기부도 하고 있다. 최근 대안광고 및 패키지 중엔 [IDIOM]이라 할만큼 훌륭한 사례라고 할 수 있다. 훌륭하다. DESIGN Yoshinaka Ono"
감언이설,당신을 생각합니다. Ti penso Massimo Ranieri
철중쟁쟁,"[IDIOM] [] [IDIOM] [] 많은 쇠 가운데서 좋은 소리를 내는 것이란 뜻으로, 보통 사람 중에서 조금 뛰어난 사람을 비유하여 이르는 말. 쇠 철 . 이에 광무제는 다소 비웃듯이 경은 [IDIOM], 용중교교한 자로군.이라고 쌀쌀하게 말했다. 여기서 [IDIOM]은"
백발백중,"[알쓰장] 등산화 TMI 하이컷 중등산화에 대한 오해 몇 가지 등산에 관한 팁을 공유한다. 지표면에 노출된 젖은 나무뿌리는 빙판길과 똑같으므로 절대 밟아서는 안 된다. [IDIOM] 미끄러질 것이다. 등산화 끈은 아래는 조금 여유 있게, 발목에 가까운 위는 꽉 조여 매는 것이 좋다. 두꺼운 가죽 소재"
대기만성,"라모, 프랑스 왕실 입성 5월 4일 라모가 프랑스 왕실 실내 음악 작곡가로 임명된 날"
백전백승,지금 여기서 친구가 없는 건 나 하나뿐이라는 진실? 새 학기가 불편한 외국인 엄마의 속내
환골탈태,윗집은 인테리어 공사중 이해심이 필요할 때 살기에 적당한 곳으로 변해갔다. 매주 가서 공사 상황을 체크하고 내가 고른 자제가 맞게 쓰였는지 확인했다. 우리 집이 [IDIOM]하는 동안 내 장밋빛 미래만을 생각했지 이렇게 되기까지 얼마의 소음이 났는지 전혀 신경 쓰지 않았다. 그때 우리 이웃집
조령모개,"아사히신문 사설 2021.12.04. 입국 제한 조치, ""[IDIOM]""로 불신감 악화"
노심초사,11. 웰컴 투 레알 시월드
불철주야,[문장 산책] 신호등과 네온사인이 빛날지언정 주변을 따뜻하게 하는 것은 빛이 아니라 열이다
철중쟁쟁,열번째 [IDIOM]
백전백승,"나의 장미색비강진 투병기 너를 알고 나를 알면, 스테로이드제 알고 가기 뉴스에서는 흔히 운동선수의 금지약물로 접할 수 있는데 그 탓에 더 부정적인 인식이 강한지 모르겠다. 지피지기면 [IDIOM], 적을 알고 나를 알면 백번 싸워 백번 이긴다고 했다. 내가 싸워야할 대상은 장미색비강진이라는 놈이지 죄없는 스테로이드 연고"
